Name,Subtitle,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,Drive,NumberofSeats,PriceinGermany,PriceinUK,AveragePrice,RangePerPrice,EnergyEfficiency,SpeedCategory,RangeCategory,PriceCategory,Drive_encoded,SpeedCategory_encoded,RangeCategory_encoded,PriceCategory_encoded
Toyota bZ4X AWD,64 kWh useable battery          Available since June 2022,6.9,160.0,330.0,194.0,490.0,All Wheel Drive,5,57390.0,52110.0,54750.0,0.006027287172837026,1.6923076923076923,Medium,Medium,Mid-range,0,1,1,2
Subaru Solterra AWD,64 kWh useable battery          Available since June 2022,6.9,160.0,320.0,200.0,480.0,All Wheel Drive,5,57490.0,49995.0,53742.5,0.005954208415901458,1.592039800995025,Medium,Medium,Mid-range,0,1,1,2
Peugeot e-208 ,46.3 kWh useable battery          Available since November 2021,8.1,150.0,290.0,160.0,460.0,Front Wheel Drive,5,39100.0,34595.0,36847.5,0.007870062553428226,1.8012422360248448,Slow,Short,Budget,1,2,2,0
Peugeot e-2008 SUV ,46.3 kWh useable battery          Available since November 2021,8.5,150.0,260.0,178.0,420.0,Front Wheel Drive,5,37900.0,35150.0,36525.0,0.0071182171603789085,1.452513966480447,Slow,Short,Budget,1,2,2,0
Opel Corsa-e ,46.3 kWh useable battery          Available since November 2021,8.1,150.0,295.0,157.0,470.0,Front Wheel Drive,5,36395.0,31130.0,33762.5,0.00873724584240378,1.8670886075949367,Slow,Short,Budget,1,2,2,0
Opel Mokka-e ,46.3 kWh useable battery          Available since November 2021,9.2,150.0,260.0,178.0,420.0,Front Wheel Drive,5,40650.0,34910.0,37780.0,0.00688176596702046,1.452513966480447,Slow,Short,Budget,1,2,2,0
Citroen e-C4 ,46.3 kWh useable battery          Available since November 2021,9.7,150.0,275.0,168.0,440.0,Front Wheel Drive,5,36040.0,30995.0,33517.5,0.008204424422333935,1.6272189349112427,Slow,Short,Budget,1,2,2,0
Renault Megane E-Tech EV60 130hp,60 kWh useable battery          Available since April 2022,10.5,150.0,365.0,164.0,510.0,Front Wheel Drive,5,47000.0,0.0,23500.0,0.015531253989191949,2.212121212121212,Slow,Medium,Budget,1,2,1,0
SsangYong Korando e-Motion,56 kWh useable battery          Available since February 2022,8.5,156.0,290.0,193.0,330.0,Front Wheel Drive,5,40490.0,0.0,20245.0,0.014323817050281537,1.4948453608247423,Medium,Short,Budget,1,1,2,0
BMW iX M60,105.2 kWh useable battery          Available since April 2022,3.8,250.0,485.0,217.0,650.0,All Wheel Drive,5,136100.0,119225.0,127662.5,0.0037990498458839055,2.2247706422018347,Fast,Long,Premium,0,0,0,3
Tesla Model 3 Long Range Dual Motor,75 kWh useable battery          Available since November 2021,4.4,233.0,485.0,155.0,750.0,All Wheel Drive,5,53668.0,50990.0,52329.0,0.009268106248805657,3.108974358974359,Fast,Long,Mid-range,0,0,0,2
Citroen e-Jumpy Combi M 50 kWh,46.3 kWh useable battery          Available since November 2020,12.1,130.0,185.0,250.0,290.0,Front Wheel Drive,7,51940.0,35795.0,43867.5,0.00421714897933597,0.7370517928286853,Slow,Short,Budget,1,2,2,0
Citroen e-Jumpy Combi XL 50 kWh,46.3 kWh useable battery          Available since November 2020,12.1,130.0,180.0,257.0,290.0,Front Wheel Drive,7,52730.0,35995.0,44362.5,0.00405738952066451,0.6976744186046512,Slow,Short,Budget,1,2,2,0
Citroen e-Jumpy Combi M 75 kWh,68 kWh useable battery          Available since November 2020,13.3,130.0,265.0,257.0,290.0,Front Wheel Drive,7,57940.0,0.0,28970.0,0.009147078112595354,1.0271317829457365,Slow,Short,Budget,1,2,2,0
Citroen e-Jumpy Combi XL 75 kWh,68 kWh useable battery          Available since November 2020,13.3,130.0,260.0,262.0,280.0,Front Wheel Drive,7,58730.0,0.0,29365.0,0.008853776476196963,0.9885931558935361,Slow,Short,Budget,1,2,2,0
Opel Vivaro-e Combi M 50 kWh,46.3 kWh useable battery          Available since October 2020,12.1,130.0,185.0,250.0,290.0,Front Wheel Drive,7,50992.0,37320.0,44156.0,0.004189596213510882,0.7370517928286853,Slow,Short,Budget,1,2,2,0
Opel Vivaro-e Combi L 50 kWh,46.3 kWh useable battery          Available since October 2020,12.1,130.0,180.0,257.0,290.0,Front Wheel Drive,7,51825.0,37520.0,44672.5,0.004029234333553449,0.6976744186046512,Slow,Short,Budget,1,2,2,0
Opel Vivaro-e Combi M 75 kWh,68 kWh useable battery          Available since October 2020,13.3,130.0,265.0,257.0,290.0,Front Wheel Drive,7,56942.0,0.0,28471.0,0.009307389716212418,1.0271317829457365,Slow,Short,Budget,1,2,2,0
Opel Vivaro-e Combi L 75 kWh,68 kWh useable battery          Available since October 2020,13.3,130.0,260.0,262.0,280.0,Front Wheel Drive,7,57775.0,0.0,28887.5,0.009000121155477093,0.9885931558935361,Slow,Short,Budget,1,2,2,0
Peugeot e-Expert Combi Standard 50 kWh,46.3 kWh useable battery          Available since February 2021,13.1,130.0,185.0,250.0,290.0,Front Wheel Drive,7,51940.0,0.0,25970.0,0.007123329867929614,0.7370517928286853,Slow,Short,Budget,1,2,2,0
Peugeot e-Expert Combi Long 50 kWh,46.3 kWh useable battery          Available since February 2021,13.1,130.0,180.0,257.0,290.0,Front Wheel Drive,7,52730.0,0.0,26365.0,0.006826974133353561,0.6976744186046512,Slow,Short,Budget,1,2,2,0
Peugeot e-Expert Combi Standard 75 kWh,68 kWh useable battery          Available since February 2021,14.3,130.0,265.0,257.0,290.0,Front Wheel Drive,7,57940.0,0.0,28970.0,0.009147078112595354,1.0271317829457365,Slow,Short,Budget,1,2,2,0
Peugeot e-Expert Combi Long 75 kWh,68 kWh useable battery          Available since February 2021,14.3,130.0,260.0,262.0,280.0,Front Wheel Drive,7,58730.0,0.0,29365.0,0.008853776476196963,0.9885931558935361,Slow,Short,Budget,1,2,2,0
Toyota PROACE Shuttle M 50 kWh,46.3 kWh useable battery          Available since June 2021,12.1,130.0,180.0,257.0,290.0,Front Wheel Drive,7,0.0,0.0,0.0,180.0,0.6976744186046512,Slow,Short,,1,2,2,4
Toyota PROACE Shuttle L 50 kWh,46.3 kWh useable battery          Available since June 2021,12.1,130.0,180.0,257.0,290.0,Front Wheel Drive,7,0.0,0.0,0.0,180.0,0.6976744186046512,Slow,Short,,1,2,2,4
Toyota PROACE Shuttle M 75 kWh,68 kWh useable battery          Available since June 2021,13.1,130.0,260.0,262.0,280.0,Front Wheel Drive,7,0.0,0.0,0.0,260.0,0.9885931558935361,Slow,Short,,1,2,2,4
Toyota PROACE Shuttle L 75 kWh,68 kWh useable battery          Available since June 2021,13.1,130.0,260.0,262.0,280.0,Front Wheel Drive,7,0.0,0.0,0.0,260.0,0.9885931558935361,Slow,Short,,1,2,2,4
Mercedes eVito Tourer Long 90 kWh,90 kWh useable battery          Available since October 2020,12.0,160.0,310.0,290.0,310.0,Front Wheel Drive,7,64248.0,68352.0,66300.0,0.004675645917859459,1.0652920962199313,Medium,Medium,Mid-range,1,1,1,2
Mercedes eVito Tourer Extra-Long 90 kWh,90 kWh useable battery          Available since October 2020,12.0,160.0,305.0,295.0,310.0,Front Wheel Drive,7,65140.0,75846.0,70493.0,0.004326609356824694,1.0304054054054055,Medium,Medium,Mid-range,1,1,1,2
Mercedes eVito Tourer Long 60 kWh,60 kWh useable battery          Available since January 2022,12.0,160.0,210.0,286.0,310.0,Front Wheel Drive,7,60678.0,0.0,30339.0,0.006921555702043507,0.7317073170731707,Medium,Short,Budget,1,1,2,0
Mercedes eVito Tourer Extra-Long 60 kWh,60 kWh useable battery          Available since January 2022,12.0,160.0,205.0,293.0,300.0,Front Wheel Drive,7,61571.0,0.0,30785.5,0.006658762769395677,0.6972789115646258,Medium,Short,Budget,1,1,2,0
Tesla Model Y Long Range Dual Motor,75 kWh useable battery          Available since February 2022,5.0,217.0,435.0,172.0,670.0,All Wheel Drive,5,59017.0,52990.0,56003.5,0.007767232990206144,2.514450867052023,Fast,Long,Mid-range,0,0,0,2
Tesla Model 3 Performance,75 kWh useable battery          Available since February 2022,3.3,261.0,460.0,163.0,710.0,All Wheel Drive,5,57668.0,57990.0,57829.0,0.007954348953830192,2.8048780487804876,Very Fast,Long,Mid-range,0,3,0,2
Porsche Taycan Sport Turismo,71 kWh useable battery          Available since March 2022,5.4,230.0,380.0,187.0,930.0,Rear Wheel Drive,4,89351.0,76500.0,82925.5,0.004582371135885392,2.021276595744681,Fast,Medium,Mid-range,2,0,1,2
Porsche Taycan Plus Sport Turismo,83.7 kWh useable battery          Available since March 2022,5.4,230.0,445.0,188.0,1090.0,Rear Wheel Drive,4,95074.0,80549.0,87811.5,0.005067615658362989,2.3544973544973544,Fast,Long,Mid-range,2,0,0,2
Porsche Taycan 4S Sport Turismo,71 kWh useable battery          Available since March 2022,4.0,250.0,370.0,192.0,910.0,All Wheel Drive,4,109819.0,87500.0,98659.5,0.003750234389649353,1.9170984455958548,Fast,Medium,Mid-range,0,0,1,2
Porsche Taycan 4S Plus Sport Turismo,83.7 kWh useable battery          Available since March 2022,4.0,250.0,430.0,195.0,1060.0,All Wheel Drive,4,115341.0,91406.0,103373.5,0.0041596331783950585,2.193877551020408,Fast,Long,Premium,0,0,0,3
Porsche Taycan Turbo Sport Turismo,83.7 kWh useable battery          Available since March 2022,3.2,260.0,405.0,207.0,1000.0,All Wheel Drive,4,157300.0,120900.0,139100.0,0.0029115534755321673,1.9471153846153846,Very Fast,Long,Premium,0,3,0,3
Porsche Taycan Turbo S Sport Turismo,83.7 kWh useable battery          Available since March 2022,2.8,260.0,395.0,212.0,970.0,All Wheel Drive,4,190620.0,143400.0,167010.0,0.002365113675147146,1.8544600938967135,Very Fast,Medium,Luxury,0,3,1,1
Volkswagen ID.4 Pro,77 kWh useable battery          Available since February 2022,10.4,160.0,410.0,188.0,520.0,Rear Wheel Drive,5,0.0,44605.0,22302.5,0.01838276503687762,2.1693121693121693,Medium,Long,Budget,2,1,0,0
Skoda Enyaq Coupe iV 60,58 kWh useable battery          Available since July 2022,8.8,160.0,335.0,173.0,450.0,Rear Wheel Drive,5,43000.0,0.0,21500.0,0.015580670666480629,1.9252873563218391,Medium,Medium,Budget,2,1,1,0
Skoda Enyaq Coupe iV 80,77 kWh useable battery          Available since July 2022,8.7,160.0,445.0,173.0,560.0,Rear Wheel Drive,5,54400.0,44770.0,49585.0,0.008974307264147139,2.557471264367816,Medium,Long,Budget,2,1,0,0
Skoda Enyaq Coupe iV 80x,77 kWh useable battery          Available since December 2022,7.0,160.0,430.0,179.0,540.0,All Wheel Drive,5,57000.0,52450.0,54725.0,0.007857325585644849,2.388888888888889,Medium,Long,Mid-range,0,1,0,2
Skoda Enyaq Coupe iV RS,77 kWh useable battery          Available since March 2022,6.5,180.0,405.0,190.0,560.0,All Wheel Drive,5,63300.0,54370.0,58835.0,0.006883540689373853,2.1204188481675392,Medium,Long,Mid-range,0,1,0,2
MG MG5 Electric Standard Range,46 kWh useable battery          Available since June 2022,7.7,185.0,265.0,174.0,320.0,Front Wheel Drive,5,35490.0,0.0,17745.0,0.01493294263495999,1.5142857142857142,Medium,Short,Budget,1,1,2,0
Genesis GV60 Premium,74 kWh useable battery          Available since June 2022,7.8,185.0,390.0,190.0,1020.0,Rear Wheel Drive,5,0.0,53905.0,26952.5,0.014469363904502198,2.0418848167539267,Medium,Medium,Budget,2,1,1,0
Genesis GV60 Sport,74 kWh useable battery          Available since June 2022,5.5,200.0,380.0,195.0,990.0,All Wheel Drive,5,63200.0,58365.0,60782.5,0.006251696595293131,1.9387755102040816,Medium,Medium,Mid-range,0,1,1,2
Genesis GV60 Sport Plus,74 kWh useable battery          Available since June 2022,4.0,235.0,365.0,203.0,950.0,All Wheel Drive,5,73100.0,67505.0,70302.5,0.005191775658395386,1.7892156862745099,Fast,Medium,Mid-range,0,0,1,2
Volkswagen e-Up! ,32.3 kWh useable battery          Available since August 2021,11.9,130.0,205.0,158.0,170.0,Front Wheel Drive,4,29995.0,0.0,14997.5,0.013668033470013668,1.2893081761006289,Slow,Short,Budget,1,2,2,0
Volkswagen ID. Buzz Pro,77 kWh useable battery          Available since September 2022,10.2,145.0,330.0,233.0,460.0,Rear Wheel Drive,5,64581.0,57115.0,60848.0,0.00542326085884731,1.4102564102564104,Slow,Medium,Mid-range,2,2,1,2
Mercedes EQE AMG 43 4MATIC,90.6 kWh useable battery          Available since April 2022,4.2,210.0,485.0,187.0,720.0,All Wheel Drive,5,103827.0,0.0,51913.5,0.009342283947644685,2.5797872340425534,Fast,Long,Mid-range,0,0,0,2
Mercedes EQE AMG 53 4MATIC+,90.6 kWh useable battery          Available since July 2022,3.5,240.0,480.0,189.0,720.0,All Wheel Drive,5,109777.0,114750.0,112263.5,0.004275616958165761,2.526315789473684,Fast,Long,Premium,0,0,0,3
Nissan Leaf ,39 kWh useable battery          Available since March 2022,7.9,144.0,235.0,166.0,230.0,Front Wheel Drive,5,33400.0,28995.0,31197.5,0.007532413417311729,1.407185628742515,Slow,Short,Budget,1,2,2,0
Nissan Leaf e+,59 kWh useable battery          Available since March 2022,6.9,157.0,340.0,174.0,240.0,Front Wheel Drive,5,41100.0,34945.0,38022.5,0.008941838599813273,1.9428571428571428,Medium,Medium,Budget,1,1,1,0
Hyundai IONIQ 5 Long Range 2WD,74 kWh useable battery          Available since April 2022,7.3,185.0,390.0,190.0,1020.0,Rear Wheel Drive,5,47900.0,46650.0,47275.0,0.00824942888569253,2.0418848167539267,Medium,Medium,Budget,2,1,1,0
Hyundai IONIQ 5 Long Range AWD,74 kWh useable battery          Available since April 2022,5.1,185.0,385.0,192.0,1010.0,All Wheel Drive,5,59200.0,50150.0,54675.0,0.007041480722803424,1.994818652849741,Medium,Medium,Mid-range,0,1,1,2
Mercedes EQB 250,66.5 kWh useable battery          Available since March 2022,8.9,160.0,345.0,193.0,500.0,Front Wheel Drive,7,52550.0,0.0,26275.0,0.01312985233673314,1.7783505154639174,Medium,Medium,Budget,1,1,1,0
Kia Niro EV ,64.8 kWh useable battery          Available since June 2022,7.8,167.0,380.0,171.0,380.0,Front Wheel Drive,5,47590.0,36795.0,42192.5,0.009006126536077831,2.2093023255813953,Medium,Medium,Budget,1,1,1,0
Smart #1 ,62 kWh useable battery          Available since March 2023,6.7,180.0,330.0,188.0,510.0,Rear Wheel Drive,5,42490.0,35000.0,38745.0,0.008517008207298818,1.746031746031746,Medium,Medium,Budget,2,1,1,0
Mercedes EQS SUV 450+,108.4 kWh useable battery          Available since December 2022,6.7,210.0,495.0,219.0,650.0,Rear Wheel Drive,7,110801.0,0.0,55400.5,0.008934776134220192,2.25,Fast,Long,Mid-range,2,0,0,2
Mercedes EQS SUV 450 4MATIC,108.4 kWh useable battery          Available since December 2022,6.0,210.0,485.0,224.0,630.0,All Wheel Drive,7,114609.0,129170.0,121889.5,0.003978981134706971,2.1555555555555554,Fast,Long,Premium,0,0,0,3
Mercedes EQS SUV 580 4MATIC,108.4 kWh useable battery          Available since December 2022,4.6,210.0,485.0,224.0,630.0,All Wheel Drive,7,135434.0,139170.0,137302.0,0.003532333597954888,2.1555555555555554,Fast,Long,Premium,0,0,0,3
BMW i7 xDrive60,101.7 kWh useable battery          Available since November 2022,4.7,240.0,510.0,199.0,760.0,All Wheel Drive,5,135900.0,110545.0,123222.5,0.0041388209229570655,2.55,Fast,Very Long,Premium,0,0,3,3
Lexus RZ 450e,64 kWh useable battery          Available since February 2023,5.6,160.0,310.0,206.0,460.0,All Wheel Drive,5,68000.0,66500.0,67250.0,0.00460959688331772,1.497584541062802,Medium,Medium,Mid-range,0,1,1,2
Aiways U5 ,60 kWh useable battery          Available since April 2022,7.5,150.0,315.0,190.0,380.0,Front Wheel Drive,5,39563.0,0.0,19781.5,0.01592316441299128,1.649214659685864,Slow,Medium,Budget,1,2,1,0
Mazda MX-30 ,30 kWh useable battery          Available since May 2022,9.7,140.0,170.0,176.0,210.0,Front Wheel Drive,5,35990.0,30050.0,33020.0,0.0051482389994246085,0.96045197740113,Slow,Short,Budget,1,2,2,0
Lucid Air Dream Edition R,118 kWh useable battery          Available since January 2022,2.8999999999999995,270.0,685.0,172.0,870.0,All Wheel Drive,5,218000.0,0.0,109000.0,0.006284346015174172,3.959537572254335,Very Fast,Very Long,Premium,0,3,3,3
Mercedes EQA 250,66.5 kWh useable battery          Available since June 2022,8.6,160.0,355.0,187.0,510.0,Front Wheel Drive,5,50777.0,0.0,25388.5,0.013982157978691978,1.8882978723404256,Medium,Medium,Budget,1,1,1,0
Mercedes EQA 250+,70.5 kWh useable battery          Available since June 2022,8.6,160.0,375.0,188.0,520.0,Front Wheel Drive,5,52205.0,52010.0,52107.5,0.007196522640260226,1.9841269841269842,Medium,Medium,Mid-range,1,1,1,2
Mercedes EQS 450 4MATIC,107.8 kWh useable battery          Available since June 2022,5.6,210.0,615.0,175.0,920.0,All Wheel Drive,5,113359.0,0.0,56679.5,0.010850292428613016,3.4943181818181817,Fast,Very Long,Mid-range,0,0,3,2
Mercedes EQS 500 4MATIC,107.8 kWh useable battery          Available since June 2022,4.8,210.0,605.0,178.0,900.0,All Wheel Drive,5,125378.0,0.0,62689.0,0.009650661987557825,3.3798882681564244,Fast,Very Long,Mid-range,0,0,3,2
BMW iX1 xDrive30,64.7 kWh useable battery          Available since November 2022,5.6,180.0,355.0,182.0,510.0,All Wheel Drive,5,55000.0,52255.0,53627.5,0.006619614570610776,1.9398907103825136,Medium,Medium,Mid-range,0,1,1,2
Volkswagen ID.4 Pro 4MOTION,77 kWh useable battery          Available since June 2022,6.9,180.0,405.0,190.0,510.0,All Wheel Drive,5,49020.0,0.0,24510.0,0.016523193668148993,2.1204188481675392,Medium,Long,Budget,0,1,0,0
Genesis G80 Electrified Luxury,82.5 kWh useable battery          Available since June 2022,4.9,225.0,440.0,188.0,880.0,All Wheel Drive,5,69200.0,69805.0,69502.5,0.006330616443776213,2.328042328042328,Fast,Long,Mid-range,0,0,0,2
Dacia Spring Electric 45,25 kWh useable battery          Available since July 2022,19.1,125.0,165.0,152.0,180.0,Front Wheel Drive,4,22550.0,0.0,11275.0,0.014632848527846755,1.0784313725490196,Slow,Short,Budget,1,2,2,0
Citroen e-C4 X ,46.3 kWh useable battery          Available since November 2022,9.7,150.0,275.0,168.0,440.0,Front Wheel Drive,5,37540.0,0.0,18770.0,0.014650258377284108,1.6272189349112427,Slow,Short,Budget,1,2,2,0
MG MG4 Electric 51 kWh,50.8 kWh useable battery          Available since October 2022,7.7,160.0,300.0,169.0,340.0,Rear Wheel Drive,5,31990.0,25995.0,28992.5,0.010347146774276993,1.7647058823529411,Medium,Short,Budget,2,1,2,0
MG MG4 Electric 64 kWh,61.7 kWh useable battery          Available since October 2022,7.9,160.0,365.0,169.0,450.0,Rear Wheel Drive,5,35990.0,28495.0,32242.5,0.011320111030130104,2.1470588235294117,Medium,Medium,Budget,2,1,1,0
Fisker Ocean Sport,75 kWh useable battery          Available since March 2023,7.4,160.0,380.0,197.0,480.0,Front Wheel Drive,5,41560.0,35970.0,38765.0,0.009802404168601352,1.9191919191919191,Medium,Medium,Budget,1,1,1,0
Fisker Ocean Ultra,100 kWh useable battery          Available since March 2023,4.2,200.0,510.0,196.0,730.0,All Wheel Drive,5,57000.0,49880.0,53440.0,0.009543234595161019,2.5888324873096447,Medium,Very Long,Mid-range,0,1,3,2
Fisker Ocean Extreme,100 kWh useable battery          Available since March 2023,3.9,200.0,510.0,196.0,730.0,All Wheel Drive,5,69950.0,60880.0,65415.0,0.007796257796257797,2.5888324873096447,Medium,Very Long,Mid-range,0,1,3,2
Fisker Ocean One,100 kWh useable battery          Available since March 2023,3.9,200.0,510.0,196.0,730.0,All Wheel Drive,5,69950.0,60880.0,65415.0,0.007796257796257797,2.5888324873096447,Medium,Very Long,Mid-range,0,1,3,2
Mercedes EQE 300,89 kWh useable battery          Available since July 2022,7.6,210.0,515.0,173.0,650.0,Rear Wheel Drive,5,66402.0,74345.0,70373.5,0.007317991602071773,2.9597701149425286,Fast,Very Long,Mid-range,2,0,3,2
Mercedes EQE 350,89 kWh useable battery          Available since July 2022,6.4,210.0,515.0,173.0,650.0,Rear Wheel Drive,5,70210.0,77345.0,73777.5,0.006980353354974688,2.9597701149425286,Fast,Very Long,Mid-range,2,0,3,2
Mercedes EQE 350 4MATIC,90.6 kWh useable battery          Available since July 2022,6.3,210.0,500.0,181.0,750.0,All Wheel Drive,5,73363.0,0.0,36681.5,0.013630477748245075,2.7472527472527473,Fast,Long,Budget,0,0,0,0
Mercedes EQE 500 4MATIC,90.6 kWh useable battery          Available since July 2022,4.7,210.0,500.0,181.0,750.0,All Wheel Drive,5,87286.0,0.0,43643.0,0.011456328475850059,2.7472527472527473,Fast,Long,Budget,0,0,0,0
Hyundai IONIQ 6 Standard Range 2WD,54 kWh useable battery          Available since January 2023,8.8,185.0,360.0,150.0,880.0,Rear Wheel Drive,5,43900.0,0.0,21950.0,0.016400164001640016,2.384105960264901,Medium,Medium,Budget,2,1,1,0
Hyundai IONIQ 6 Long Range 2WD,74 kWh useable battery          Available since December 2022,7.4,185.0,475.0,156.0,1240.0,Rear Wheel Drive,5,54000.0,46745.0,50372.5,0.009429561178000338,3.0254777070063694,Medium,Long,Mid-range,2,1,0,2
Hyundai IONIQ 6 Long Range AWD,74 kWh useable battery          Available since November 2022,5.1,185.0,440.0,168.0,1150.0,All Wheel Drive,5,61100.0,50245.0,55672.5,0.00790322146083864,2.603550295857988,Medium,Long,Mid-range,0,1,0,2
Audi Q4 Sportback e-tron 45 quattro,76.6 kWh useable battery          Available since July 2022,6.9,180.0,400.0,192.0,500.0,All Wheel Drive,5,55900.0,0.0,27950.0,0.014310758112411006,2.0725388601036268,Medium,Medium,Budget,0,1,1,0
Fiat E-Ulysse L2 50 kWh,46.3 kWh useable battery          Available since June 2022,12.1,130.0,185.0,250.0,290.0,Front Wheel Drive,7,55990.0,0.0,27995.0,0.0066080868695527935,0.7370517928286853,Slow,Short,Budget,1,2,2,0
Fiat E-Ulysse L2 75 kWh,68 kWh useable battery          Available since June 2022,13.3,130.0,265.0,257.0,290.0,Front Wheel Drive,7,61990.0,0.0,30995.0,0.00854949025680733,1.0271317829457365,Slow,Short,Budget,1,2,2,0
Fiat E-Ulysse L3 50 kWh,46.3 kWh useable battery          Available since June 2022,12.1,130.0,180.0,257.0,290.0,Front Wheel Drive,7,56990.0,0.0,28495.0,0.006316676024705222,0.6976744186046512,Slow,Short,Budget,1,2,2,0
Fiat E-Ulysse L3 75 kWh,68 kWh useable battery          Available since June 2022,13.3,130.0,260.0,262.0,280.0,Front Wheel Drive,7,62990.0,0.0,31495.0,0.00825501651003302,0.9885931558935361,Slow,Short,Budget,1,2,2,0
Genesis GV70 Electrified Sport,74 kWh useable battery          Available since October 2022,4.2,235.0,350.0,211.0,860.0,All Wheel Drive,5,67300.0,64405.0,65852.5,0.005314827609770171,1.650943396226415,Fast,Medium,Mid-range,0,0,1,2
Fiat 500e 3+1 24 kWh,21.3 kWh useable battery          Available since July 2022,9.0,135.0,135.0,158.0,230.0,Front Wheel Drive,4,0.0,0.0,0.0,135.0,0.8490566037735849,Slow,Short,,1,2,2,4
Fiat 500e Cabrio 24 kWh,21.3 kWh useable battery          Available since July 2022,9.0,135.0,135.0,158.0,230.0,Front Wheel Drive,4,35490.0,0.0,17745.0,0.007607348134790939,0.8490566037735849,Slow,Short,Budget,1,2,2,0
Tesla Model Y ,57.5 kWh useable battery          Available since November 2022,6.9,217.0,345.0,167.0,580.0,Rear Wheel Drive,5,47567.0,44990.0,46278.5,0.007454704566816841,2.0535714285714284,Fast,Medium,Budget,2,0,1,0
Peugeot e-308 ,50.8 kWh useable battery          Expected from May 2023,9.0,150.0,310.0,164.0,460.0,Front Wheel Drive,5,44000.0,37000.0,40500.0,0.007654131996740822,1.878787878787879,Slow,Medium,Budget,1,2,1,0
Peugeot e-308 SW ,50.8 kWh useable battery          Expected from May 2023,9.0,150.0,300.0,169.0,450.0,Front Wheel Drive,5,45000.0,38000.0,41500.0,0.007228741476109009,1.7647058823529411,Slow,Short,Budget,1,2,2,0
Hongqi E-HS9 84 kWh,76.5 kWh useable battery          Available since December 2022,6.5,200.0,305.0,251.0,420.0,All Wheel Drive,5,0.0,0.0,0.0,305.0,1.2103174603174602,Medium,Medium,,0,1,1,4
Hongqi E-HS9 99 kWh,90 kWh useable battery          Available since December 2022,4.9,200.0,355.0,254.0,410.0,All Wheel Drive,5,0.0,0.0,0.0,355.0,1.392156862745098,Medium,Medium,,0,1,1,4
Smart #1 Brabus,62 kWh useable battery          Available since March 2023,3.9,180.0,320.0,194.0,490.0,All Wheel Drive,5,48990.0,42000.0,45495.0,0.00703358537014243,1.641025641025641,Medium,Medium,Budget,0,1,1,0
Kia e-Soul 64 kWh,64 kWh useable battery          Available since September 2022,7.9,167.0,370.0,173.0,350.0,Front Wheel Drive,5,46950.0,39045.0,42997.5,0.008604951335511703,2.1264367816091956,Medium,Medium,Budget,1,1,1,0
Kia e-Soul 39.2 kWh,39.2 kWh useable battery          Available since September 2022,9.9,157.0,230.0,170.0,200.0,Front Wheel Drive,5,0.0,32845.0,16422.5,0.014004323073644473,1.345029239766082,Medium,Short,Budget,1,1,2,0
NIO ET7 75 kWh,70.5 kWh useable battery          Available since October 2022,3.8,200.0,400.0,176.0,540.0,All Wheel Drive,5,81900.0,0.0,40950.0,0.009767771238797587,2.2598870056497176,Medium,Medium,Budget,0,1,1,0
NIO ET7 100 kWh,90 kWh useable battery          Available since October 2022,3.8,200.0,505.0,178.0,530.0,All Wheel Drive,5,90900.0,0.0,45450.0,0.011110866647598514,2.82122905027933,Medium,Very Long,Budget,0,1,3,0
Ford Mustang Mach-E SR RWD,70 kWh useable battery          Available since November 2022,6.9,180.0,355.0,197.0,370.0,Rear Wheel Drive,5,62900.0,50830.0,56865.0,0.006242746104878134,1.792929292929293,Medium,Medium,Mid-range,2,1,1,2
Ford Mustang Mach-E ER RWD,91 kWh useable battery          Available since November 2022,7.0,180.0,455.0,200.0,400.0,Rear Wheel Drive,5,71200.0,59380.0,65290.0,0.006968801213030893,2.263681592039801,Medium,Long,Mid-range,2,1,0,2
Ford Mustang Mach-E SR AWD,70 kWh useable battery          Available since November 2022,6.3,180.0,345.0,203.0,360.0,All Wheel Drive,5,69200.0,0.0,34600.0,0.009970810092193867,1.6911764705882353,Medium,Medium,Budget,0,1,1,0
Ford Mustang Mach-E ER AWD,91 kWh useable battery          Available since November 2022,5.8,180.0,440.0,207.0,390.0,All Wheel Drive,5,77200.0,65405.0,71302.5,0.006170805079694545,2.1153846153846154,Medium,Long,Mid-range,0,1,0,2
Ford Mustang Mach-E GT,91 kWh useable battery          Available since November 2022,4.4,200.0,425.0,214.0,380.0,All Wheel Drive,5,86200.0,74540.0,80370.0,0.005287977006631746,1.9767441860465116,Medium,Long,Mid-range,0,1,0,2
Polestar 3 Long Range Dual motor,107 kWh useable battery          Available since November 2022,5.0,210.0,490.0,218.0,640.0,All Wheel Drive,5,88600.0,79900.0,84250.0,0.005815954706769059,2.2374429223744294,Fast,Long,Mid-range,0,0,0,2
Polestar 3 Long Range Performance,107 kWh useable battery          Available since November 2022,4.7,210.0,470.0,228.0,610.0,All Wheel Drive,5,95200.0,85500.0,90350.0,0.005201934676981992,2.052401746724891,Fast,Long,Mid-range,0,0,0,2
Mercedes EQE SUV 350+,90.6 kWh useable battery          Available since December 2022,7.0,210.0,470.0,193.0,700.0,Rear Wheel Drive,5,90000.0,0.0,45000.0,0.010444212350836648,2.422680412371134,Fast,Long,Budget,2,0,0,0
Mercedes EQE SUV 350 4MATIC,90.6 kWh useable battery          Available since December 2022,6.5,210.0,455.0,199.0,680.0,All Wheel Drive,5,95000.0,90560.0,92780.0,0.00490402129746392,2.275,Fast,Long,Mid-range,0,0,0,2
